专业人才,专才,long,-1.0304371118545532,-1.03041672706604,1479227
专业人才,专才,long,-10.123571395874023,-10.049149513244629,646264
专业人才,专才,long,-10.932838439941406,-10.932023048400879,804401
专业人才,专才,long,-11.676200866699219,-11.676137924194336,2561010
专业人才,专才,long,-11.701974868774414,-11.701926231384277,1448884
专业人才,专才,long,-12.805656433105469,-12.796996116638184,485435
专业人才,专才,long,-2.1252191066741943,-2.1234471797943115,283119
专业人才,专才,long,-2.21596360206604,-2.2157089710235596,687153
专业人才,专才,long,-2.669883966445923,-2.6682193279266357,1621354
专业人才,专才,long,-2.6871583461761475,-2.6863338947296143,1463319
专业人才,专才,long,-3.1275475025177,-3.127371072769165,2060585
专业人才,专才,long,-3.298043966293335,-3.2974328994750977,1582059
专业人才,专才,long,-3.3481948375701904,-3.3481643199920654,2011359
专业人才,专才,long,-3.479633092880249,-3.4773263931274414,2304195
专业人才,专才,long,-3.501634359359741,-3.495548725128174,1191576
专业人才,专才,long,-3.5515291690826416,-3.5504047870635986,1570464
专业人才,专才,long,-3.7639737129211426,-3.7635810375213623,1667751
专业人才,专才,long,-3.7680585384368896,-3.7678442001342773,2986146
专业人才,专才,long,-4.172263145446777,-4.16262674331665,205432
专业人才,专才,long,-4.931037902832031,-4.930730819702148,2190729
专业人才,专才,long,-4.976201057434082,-4.9735107421875,961704
专业人才,专才,long,-5.499244213104248,-5.499142169952393,1225220
专业人才,专才,long,-5.545114517211914,-5.5437397956848145,1025120
专业人才,专才,long,-5.6139373779296875,-5.612913131713867,2737766
专业人才,专才,long,-5.899703502655029,-5.899560928344727,2742167
专业人才,专才,long,-5.90812873840332,-5.907839298248291,2610827
专业人才,专才,long,-6.053651809692383,-6.053440093994141,2607674
专业人才,专才,long,-6.322878837585449,-6.319172382354736,327659
专业人才,专才,long,-6.469731330871582,-6.469605922698975,2811767
专业人才,专才,long,-6.54728889465332,-6.54535436630249,1240987
专业人才,专才,long,-6.608241081237793,-6.592231750488281,818960
专业人才,专才,long,-6.64401388168335,-6.633905410766602,2530580
专业人才,专才,long,-6.82680606842041,-6.826348304748535,2864891
专业人才,专才,long,-6.940711975097656,-6.921102046966553,379255
专业人才,专才,long,-7.333296298980713,-7.33212947845459,2107321
专业人才,专才,long,-7.356951713562012,-7.262851238250732,2265446
专业人才,专才,long,-7.751272201538086,-7.719090938568115,975396
专业人才,专才,long,-7.840879440307617,-7.838409423828125,2672527
专业人才,专才,long,-7.972026824951172,-7.9647979736328125,1871564
专业人才,专才,long,-8.210794448852539,-8.198699951171875,226431
专业人才,专才,long,-8.265504837036133,-8.24201774597168,1982952
专业人才,专才,long,-8.273041725158691,-8.272911071777344,2489279
专业人才,专才,long,-8.336408615112305,-8.328186988830566,2650067
专业人才,专才,long,-8.721863746643066,-8.716099739074707,1042419
